label,risk_score
-1,-2.9786358902072845
1,1.6245566689709074
-1,-1.8091195375940625
-1,-1.4226627417331617
-1,-2.643185536981595
-1,-3.028205314271204
-1,-3.7477922923474165
-1,-3.841015313178627
1,3.2930120272049423
-1,-1.0802518342959255
-1,-0.13768408782107588
-1,-4.167403554077722
1,0.05030310760133139
-1,-4.639771378812286
-1,-1.7752335078890271
-1,-4.860468675792145
-1,-3.036675378502646
-1,-3.8788997177739044
-1,-1.1847826494054972
-1,-1.4625907325262948
-1,-3.4206780183393777
-1,-3.409566402873811
-1,-1.7234230266894572
1,0.27565730859999404
-1,-0.8845451277436731
-1,-1.5867265923072487
1,0.9661830911132963
-1,-2.9674672086162834
-1,-4.2587278895135725
-1,-4.235100090974833
-1,-2.560125522580386
-1,-2.909800514955264
-1,-2.5077478037416476
-1,-1.399318949252562
-1,-0.867323572765445
-1,-2.752213103423916
-1,-1.4965257905724267
-1,-1.873028868245249
1,0.7718209061289781
-1,-1.0920301796103722
-1,-1.559631157234423
-1,-2.9804946244410684
-1,-2.333309235380093
-1,-2.1862759823621074
-1,-3.2718990809892166
-1,-3.5601165417895646
-1,-3.219078157504126
-1,-1.1510443227962006
1,3.0811172044341597
-1,-2.2363489664412723
-1,-5.241002334940072
-1,-2.695704471167071
-1,-4.33201416502476
-1,-0.8723845893959035
-1,-3.4911751312729487
-1,-2.5724773636363114
-1,-2.8411904485571333
-1,-2.6231782781716495
-1,-3.3952904391708563
1,0.5013853537540567
1,0.6228753031154968
-1,-1.9654003961135935
-1,-0.8252055881836298
-1,-2.838794634736165
-1,-2.3272784788544243
-1,-4.739056862683812
-1,-2.3615776153668557
-1,-1.4563344634878623
-1,-0.31625900660106787
1,3.7873570329344406
-1,-3.7049434196688593
-1,-2.2560033056371758
-1,-2.3951823765567117
-1,-0.798877758554798
-1,-0.6558744524238015
-1,-3.9371340310395215
-1,-4.530962547650914
1,0.2113403968536427
-1,-3.8038173430232947
-1,-2.0960861597598868
-1,-4.013206764344019
-1,-1.490264302859388
-1,-1.4039218640496356
-1,-2.804573193055119
-1,-2.472491989670956
-1,-2.156304960207032
-1,-5.097678116279269
-1,-3.0396197389787343
-1,-3.3859205637690906
-1,-2.080074234387611
-1,-1.6848434223163973
-1,-2.7069976093572854
-1,-4.54219871695621
-1,-4.442626981690344
-1,-0.5014026076802852
-1,-1.965000748419969
-1,-3.718767001159392
-1,-4.52704559980439
-1,-3.065630183757002
-1,-2.329501856438056
-1,-4.067834864887609
-1,-2.362302997847287
-1,-3.3437586757309536
-1,-3.804927101945779
-1,-5.037591182720261
-1,-4.010564245224024
-1,-0.6968107850975997
-1,-0.18801408095903493
-1,-2.6842231726543324
1,1.8392054789149213
-1,-4.649162057665139
-1,-2.311093551345822
-1,-0.1385709663784569
-1,-1.8263776878985218
-1,-3.9448570243231975
-1,-5.07920349794935
-1,-1.1553409372654226
-1,-1.0672216323921182
-1,-2.026586066652695
-1,-2.386555493842188
-1,-1.9816786161425657
-1,-2.7357855504233743
-1,-3.783793313900789
-1,-2.4258364021809005
-1,-3.593341151703057
-1,-3.9345357707541844
-1,-5.216207270833317
-1,-3.5004051038582826
-1,-3.1162345335420563
-1,-0.4165673444772324
-1,-2.6625239069428295
-1,-1.6741436999338841
-1,-0.9807304838288003
-1,-2.599049300145833
-1,-1.8130304423968626
-1,-4.697568919546396
-1,-4.217161855497146
-1,-3.7177282671465584
-1,-1.1525130927450555
1,0.9705657199600803
-1,-1.8392549006820889
-1,-0.9501326892646975
-1,-3.2827508899278093
-1,-2.3425317722541275
-1,-1.4909129358189406
-1,-3.0434731686049235
-1,-2.806120320134786
-1,-1.943204991131874
-1,-2.8672098078980914
-1,-3.1253511239714054
-1,-4.282141162518208
1,0.9595662122169948
-1,-2.837480826122177
-1,-1.9997248239061354
-1,-5.112504362917929
-1,-2.933705185209365
-1,-2.8213614528932593
-1,-2.6737573315025065
-1,-2.685523496994353
1,1.645436769855673
-1,-2.281189331779792
-1,-1.4823042064798588
-1,-4.725886604269593
-1,-2.2970082643150516
1,1.8062060788706913
-1,-1.3985374503166175
-1,-3.9218354238192985
-1,-3.503341233800866
-1,-1.6008618173677127
-1,-5.002384717477231
-1,-3.685867717840342
1,0.3878859706205384
-1,-2.4401982633464088
-1,-2.352494269797636
-1,-0.5472663602381667
-1,-0.7428179863969934
-1,-0.4699347491750171
-1,-2.3280099810951778
-1,-0.7416932463232788
-1,-3.915455114434553
-1,-4.065477684052109
-1,-3.815163888800285
-1,-1.0559804793471246
-1,-4.589199009560729
-1,-3.299471852277022
-1,-3.1958173315994203
-1,-3.783636266884213
-1,-3.501738834388987
-1,-4.153406409468962
-1,-3.1093258734260885
-1,-4.0953202599093235
-1,-1.0498131207520762
-1,-0.36812697218365686
-1,-4.0952405280542115
-1,-4.015742326027393
-1,-1.691695563584826
-1,-3.497890983751677
-1,-3.1574607335768254
-1,-0.3804841435231585
-1,-3.3224506230139648
-1,-3.7512712061820657
-1,-5.0631513641732715
-1,-1.2788409229579125
1,0.12855032232688424
-1,-3.222014049447575
-1,-3.362368066966097
-1,-1.6656254837083746
-1,-4.119247209492753
-1,-2.514073152444521
1,0.5999248513411259
-1,-3.5735887815541076
-1,-4.708489116684289
-1,-2.2348157207922723
-1,-4.8184506430092044
-1,-1.5376085405932003
-1,-3.7534240192661876
-1,-0.8262979970573909
1,1.891641234380939
-1,-2.615863480818549
-1,-2.245643754097351
-1,-2.444447729201422
-1,-3.7264438670949604
-1,-3.202500986936185
-1,-1.1787066305419258
-1,-2.113201775570838
-1,-1.6047911328385416
-1,-3.473727766317987
-1,-1.1389116218700033
-1,-1.8094400879330452
-1,-1.1921171285881043
-1,-2.5537148495950945
-1,-4.181234204088272
-1,-2.5905464251412935
-1,-1.7827223302351474
-1,-2.358727618825103
-1,-3.176528552263072
-1,-2.5788089754819974
-1,-5.251100596526594
-1,-0.8024566337263181
-1,-4.2378498941159
-1,-0.21984351905170718
-1,-3.7079296678111233
-1,-4.229834873364674
-1,-1.172404744209198
-1,-5.489255615642794
-1,-2.182035039937032
-1,-2.640687107061619
-1,-3.200828814448796
-1,-0.320514927453857
1,0.671737687138976
-1,-1.8932731082077052
-1,-3.2188373036905924
-1,-2.152779577000865
-1,-3.5330027632179246
-1,-2.418977961319384
-1,-1.6278503263790678
-1,-0.891752246784018
-1,-1.3624228715243696
-1,-1.7384668663062042
-1,-2.381852119393713
-1,-5.31217931765134
-1,-1.8887969667629179
-1,-1.7539811212247087
-1,-1.3998444254696045
-1,-3.360670073780196
-1,-2.4121435788052468
-1,-1.3926156411578037
-1,-4.983919728496193
-1,-2.6331307532769315
-1,-4.2192270680445585
-1,-3.105753119418364
-1,-1.6672456240408777
-1,-1.88731996971589
-1,-3.8927955255210813
-1,-0.713383322565901
-1,-3.967165619196072
-1,-1.1461885041654432
-1,-3.1401672273768124
-1,-4.3915495714781345
-1,-4.805947378537134
-1,-2.9174997486205863
-1,-3.282019680886913
-1,-4.3787413790972325
-1,-3.958688963331639
-1,-4.433517409735976
-1,-2.5289326076802614
-1,-4.44897693671775
-1,-1.5320203967482107
-1,-3.5458734329327903
-1,-4.301776449784921
-1,-1.9482158188518424
-1,-1.250284216870128
-1,-2.105857849599295
-1,-3.451909169170968
-1,-3.560759657790366
-1,-0.7719139849756573
-1,-2.355422272127113
1,1.657474084300488
-1,-3.3953094931473013
-1,-4.6097228606148555
-1,-2.497811149768242
-1,-0.5861234868295525
-1,-5.1637734935296695
-1,-3.6913663863229704
-1,-4.42836947717422
-1,-2.772208661567753
-1,-3.551660605140608
-1,-4.164525847383096
-1,-5.546683083299362
-1,-3.1485126635796012
-1,-2.710985645275598
-1,-2.314229614748171
-1,-0.5235776314854819
-1,-2.5993502825303816
-1,-3.1148891987690104
-1,-3.878501556324393
-1,-0.3509687322733541
-1,-3.592912186514029
-1,-4.207155690129115
-1,-2.776957075681667
1,0.3033089822781143
-1,-1.8613528365786616
-1,-3.0232220309765423
-1,-3.954278546724831
-1,-3.8696534764598822
-1,-3.7883310791603035
-1,-6.096958259160397
-1,-2.4208822592105506
-1,-3.347218735169108
1,1.458768258744314
-1,-4.00135513782989
-1,-5.562295679804284
-1,-2.389408222841375
-1,-4.455933648669743
-1,-3.6438797979940825
-1,-1.1710331303930483
-1,-3.439790866132538
-1,-3.535044260820872
-1,-0.8599661267027164
-1,-3.264212706191167
-1,-1.4199419005753873
-1,-3.2634391616050356
-1,-4.418683406318675
-1,-1.7301075574730638
-1,-3.297424045581349
-1,-5.315746729181972
-1,-0.32820990803611777
-1,-3.6179556741146848
-1,-1.569127794406778
-1,-3.7230132010788575
-1,-4.6259556919142
-1,-1.227632353576301
-1,-2.6064704568826724
1,0.5135942238817559
-1,-2.3303397402932777
-1,-2.460577275595992
-1,-4.879632046069358
-1,-3.6495755000775847
-1,-2.6348207404771307
-1,-0.5407984204688172
-1,-2.8689539858496387
-1,-3.3131017377088536
