label,risk_score
-1,0.018465358891048934
1,0.6881764663216683
-1,0.2054499217376797
-1,0.015041053217540769
-1,0.06434291271911553
-1,0.08859058796072088
-1,0.04374628054849547
-1,0.057811971650639914
1,0.9423055074429874
-1,0.2018602925309177
1,0.604134797960415
-1,0.014748506091416251
1,0.5603214204086258
-1,0.029356332821166106
-1,0.11305489990747403
-1,0.0009333945553418293
-1,0.08061902598690969
-1,0.037115014625019024
1,0.3010975802667113
-1,0.19815961579892577
-1,0.04834563964441729
-1,0.05024727419889393
-1,0.1290163977508112
1,0.6634923652564164
-1,0.21816007076544192
-1,0.18230423554850317
1,0.6513276996666006
-1,0.043236501766705425
-1,0.040151949633960474
-1,0.03042043702354588
-1,0.07522192466748383
-1,0.04610152837534503
-1,0.11238631969887396
-1,0.1456217896856702
-1,0.17164425270216663
-1,0.021618012791992897
-1,0.11789637154922518
-1,0.10042771983033749
1,0.5403063604574487
1,0.24802034950464935
-1,0.17326314360457684
-1,0.063359806198722
-1,0.06929850507777573
-1,0.0769967495374279
-1,0.05771917053494124
-1,0.05105297105797111
-1,0.027036050522216054
-1,0.20623680488358934
1,0.8786764382024623
1,0.25252156518552965
-1,0.006796838250844153
-1,0.13449238427175764
-1,0.03494306253353011
-1,0.20451678226066927
-1,0.03701006838100047
1,0.25042757779419883
-1,0.03790017827938915
1,0.28253579369700077
-1,0.0853704600115752
1,0.7703806424830691
1,0.8913636088616268
1,0.9394559629891556
1,0.2633074728503183
-1,0.04050864693709429
-1,0.037980019263222795
-1,0.015446432458416471
-1,0.038036730544243016
1,0.3334953436560526
1,0.5036623440887422
1,0.8822142905574045
-1,0.06247722370005189
-1,0.08881826635901104
-1,0.0189730870105094
1,0.4273691295775607
1,0.43748645552071713
-1,0.046095648657565456
-1,0.02554607724719323
1,0.5772487227075038
-1,0.0400699432135531
-1,0.2114579958303584
-1,0.023579025903812327
1,0.24617640510704783
1,0.24696825245271634
-1,0.06290729302904015
1,0.2815731715549633
-1,0.20885188112271497
-1,0.008185212274797156
1,0.4680041893459698
-1,0.030002568853569417
-1,0.05538606430419011
-1,0.06543619176236953
-1,0.03513998633631873
-1,0.026452997286680564
-1,0.02602364550730726
1,0.30570525375433105
-1,0.06613313566225072
-1,0.039604231139483775
-1,0.02165138832254386
-1,0.026036969409686212
-1,0.0889565876491648
-1,0.026015252071851878
-1,0.13430755917896833
-1,0.07938303173282966
-1,0.016773890688865322
-1,0.019620570403857337
-1,0.02900131071758309
1,0.47139581747917325
1,0.6138965361930797
-1,0.04643830309675376
1,0.9339294868654262
-1,0.017479719666033598
-1,0.08337567581824966
1,0.391329356769792
-1,0.11647530529786318
-1,0.02002416570506607
-1,0.009468821557424924
-1,0.11199267037390924
1,0.2820902339160468
-1,0.21027978812325485
-1,0.08038053426850525
-1,0.20404530327254064
-1,0.16711379715304073
-1,0.056513867920753066
-1,0.030614779223257046
-1,0.03814418765414443
-1,0.053499136605441595
-1,0.005254496003669559
-1,0.023231006058297064
-1,0.012334837472353076
1,0.4388496371515441
-1,0.07497175204454039
-1,0.057790616385444325
-1,0.20782050452301548
-1,0.13239708273812822
-1,0.09939329103256041
-1,0.011101632559849238
-1,0.022088712390921625
-1,0.025048324445417425
1,0.36990674403795626
1,0.5651120973178638
-1,0.10331157596152163
1,0.5526957995643845
-1,0.08124330250009366
-1,0.02752403261620613
1,0.27400528816529224
-1,0.018144079465459574
-1,0.07498147140497614
-1,0.1601158296288095
-1,0.050462474023919984
-1,0.07483030072302081
-1,0.0538139025895537
1,0.33653190879255085
-1,0.1316561076509079
-1,0.14330740064288047
-1,0.013715727116098668
-1,0.0686362333699006
-1,0.1164021025718668
-1,0.06601205656094616
-1,0.038685356334369696
1,0.8409321455555765
-1,0.10845851775424138
-1,0.04445654565698538
-1,0.007361360442928962
-1,0.05130138953132104
1,0.7745789840638565
-1,0.17576591466418912
-1,0.01621346312017869
-1,0.02175625648403229
-1,0.1382618470260856
-1,0.012818758231839632
-1,0.01794549336483628
1,0.5874010510154953
-1,0.014702608590099076
-1,0.10514231745220241
-1,0.1722651642861527
1,0.3374323163606318
-1,0.19951546105379012
1,0.33758074553013157
1,0.3892568544317267
-1,0.02362561409777367
-1,0.03570789712612314
-1,0.021764953037792127
-1,0.1799607945155243
-1,0.03446173803764079
-1,0.00794449873186975
-1,0.09940035338318955
-1,0.03636251203823413
-1,0.01892064872059516
-1,0.01594068221615301
-1,0.1325070474489028
-1,0.0313288419428614
-1,0.20714571261886716
1,0.47007596865233947
-1,0.03342454082441088
-1,0.04088325777857697
-1,0.19440589373205502
-1,0.04491234697626972
-1,0.03872011978532944
-1,0.21080212297678566
-1,0.07077314843883913
-1,0.03657043703027801
-1,0.00911688780103474
-1,0.12700346207530522
1,0.6870949505316926
-1,0.025378212479728553
-1,0.06104804104149881
1,0.3904801764849281
-1,0.019222233812331273
-1,0.05245784147799447
1,0.4153541149860798
-1,0.058174241085945946
-1,0.012005408356736793
-1,0.039386862818666095
-1,0.014929392052448483
-1,0.15588783794008174
-1,0.036277856380003914
1,0.2680327504618688
1,0.7825346800551102
-1,0.1723628153072219
-1,0.11897751526651806
-1,0.08496590153179046
-1,0.03968569357620886
-1,0.07821040365284068
-1,0.12505660521635223
-1,0.06677364643980076
-1,0.13959628864791426
-1,0.1408403369984109
1,0.22306561137977532
-1,0.08869706660189978
-1,0.20749638101665127
-1,0.15140884114390227
-1,0.021583861355236697
-1,0.0523367933577211
-1,0.09001622090756076
-1,0.06703522632804239
-1,0.13409692382629948
-1,0.1711358004034228
-1,0.008156126272512663
-1,0.11909242615826196
-1,0.015207047226983437
1,0.22401503796263716
-1,0.03221876799825997
-1,0.0243668563173804
1,0.3493891733137818
-1,0.0171302279662111
-1,0.07204400159172501
-1,0.08939838799167604
-1,0.16156721637299895
-1,0.21484617939555803
1,0.6224601359454963
-1,0.1306260988199137
-1,0.006359084777007856
-1,0.05175496089648062
-1,0.04294739176758335
-1,0.0929620218360876
-1,0.058744806959588294
1,0.37868536663779734
1,0.2265697787961974
-1,0.1944295185701505
-1,0.08599498624247416
-1,0.0029250804848484032
-1,0.12845594113288117
-1,0.10483860038854739
1,0.34259803300540936
-1,0.04506759025282144
-1,0.1880683089539488
-1,0.11930996590341644
-1,0.008108600526542591
-1,0.08114684126648967
-1,0.03905938479314291
-1,0.04659315672391898
-1,0.06300454157060546
-1,0.07667452954242374
-1,0.032130613654381336
1,0.22880809491806853
-1,0.029878670361139198
-1,0.034686609689965744
-1,0.08402182572412661
-1,0.031026728073676905
-1,0.011121054626798549
-1,0.06255849255489844
-1,0.017514170218809536
-1,0.035621575713876835
-1,0.043608487365634545
-1,0.050457638301818174
-1,0.09408176400396812
-1,0.024702010961385093
-1,0.0815183890513198
-1,0.06337523903999312
-1,0.01169639766040863
-1,0.16450447374490793
-1,0.1650181243148974
-1,0.14285674827168557
-1,0.07930358541855846
-1,0.02206359004029338
-1,0.22075551010566313
-1,0.06212781015229818
1,0.7590662761111489
-1,0.04476863570087791
-1,0.02544865484444126
-1,0.06065389958533924
1,0.22471988910027296
-1,0.02905386971831601
-1,0.042265420704434856
-1,0.04863571199287298
-1,0.05516275443963063
-1,0.14887588882804878
-1,0.031134280994590917
-1,0.022762251192281098
-1,0.03824826050107616
-1,0.11292188141996783
-1,0.05939011572815769
1,0.48958363339926
-1,0.12873495521913478
-1,0.02497409588996837
-1,0.038242011230985314
1,0.2720223410299472
-1,0.07976722306500443
-1,0.03241755608207114
-1,0.11139116618195279
1,0.4162997665983565
-1,0.14061853275265324
-1,0.08304585964203384
-1,0.034368487931001765
-1,0.03355973197155097
-1,0.018424117052470584
-1,0.0030929551893781023
-1,0.038120982485056985
-1,0.011096074346668709
1,0.7780479013705015
-1,0.04465333001825431
-1,0.01289908932260135
-1,0.06789055187647385
-1,0.043297854818857825
-1,0.08948820862625399
1,0.23857028586163534
-1,0.03126444840456069
-1,0.03762886548448779
-1,0.13884078639467493
-1,0.03713934447864117
-1,0.0715983410537372
-1,0.023167495867245376
-1,0.011085569341999503
-1,0.06747343952250451
-1,0.012861813000394845
-1,0.0028303033237910297
1,0.5443310792271508
-1,0.023056580903609084
1,0.22586677036358294
-1,0.03489308320316098
-1,0.02037354560710239
-1,0.2004966779835026
-1,0.06766269780107256
1,0.6531936124798723
-1,0.0933356236444971
-1,0.04592694321145842
-1,0.024145282734711507
-1,0.04561439147600796
-1,0.10458078913737338
1,0.4873213275589642
-1,0.08459242418920629
-1,0.027873352618794853
-1,0.13727495156846814
-1,0.026370942285978728
-1,0.012823801013192283
-1,0.16650319851564474
-1,0.01088322699999008
-1,0.026391031545012007
-1,0.03268607249401773
-1,0.20295081448854696
-1,0.04088146582523885
1,0.5533223481933923
1,0.36414867026437625
-1,0.11456995189461616
-1,0.12959318259306163
-1,0.1529873479257369
-1,0.029712904012540772
1,0.2578016593572232
-1,0.047833709116317645
-1,0.02259940693560274
-1,0.016773910092694178
-1,0.09714703099201738
-1,0.19287327732243828
1,0.3495257622670533
-1,0.02626965227434221
1,0.23215822909173905
1,0.7820148030907771
-1,0.01713429649070824
-1,0.043460252149316654
-1,0.02542720122361939
-1,0.03015268809757983
1,0.24049024776190364
-1,0.1581327993004623
-1,0.03932890630158466
1,0.48408508051320664
-1,0.025378957704781525
-1,0.1711714826797445
-1,0.026211225175862416
1,0.23956611757625912
-1,0.0960403149319137
-1,0.033601488124524355
-1,0.05528098209286636
1,0.30365124194747634
-1,0.04499280178699153
-1,0.009010646821818276
-1,0.09800165010453162
-1,0.04898964647257484
-1,0.024385720340881822
-1,0.010998666667183311
1,0.4314655953433679
1,0.32714663007768063
1,0.3337855615135871
-1,0.039266175956304994
-1,0.10681903764435516
-1,0.06400804453907404
